09717845,0.5109717845
7866,0.5235109329,-0.5235109329
7870,0.5235109329,-0.5235109329
7873,0.5235109329,-0.5235109329
7876,0.5235109329,-0.5235109329
7880,0.5235109329,-0.5235109329
7883,0.5235109329,-0.5235109329
7886,0.5235109329,-0.5235109329
7890,0.5235109329,-0.5235109329
7894,0.5235109329,-0.5235109329
7897,0.5235109329,-0.5235109329
7900,0.5109717845,-0.5109717845
7904,0.5109717845,-0.5109717845
7907,0.5109717845,-0.5109717845
7910,0.5109717845,-0.5109717845
7914,0.5109717845,-0.5109717845
7917,0.5109717845,-0.5109717845
7920,0.5109717845,-0.5109717845
7924,0.5109717845,-0.5109717845
7927,0.5109717845,-0.5109717845
7930,0.5109717845,-0.5109717845
7934,0.5109717845,-0.5109717845
7938,0.5109717845,-0.5109717845
7941,0.5109717845,-0.5109717845
7945,0.4858934402,-0.4858934402
7948,0.4858934402,-0.4858934402
7951,0.4858934402,-0.4858934402
7955,0.4858934402,-0.4858934402
7958,0.4858934402,-0.4858934402
7961,0.4858934402,-0.4858934402
7964,0.4796238422,-0.4796238422
7968,0.4796238422,-0.4796238422
7971,0.4796238422,-0.4796238422
7974,0.4796238422,-0.4796238422
7979,0.4796238422,-0.4796238422
7982,0.4796238422,-0.4796238422
7985,0.4670846462,-0.4670846462
7989,0.4670846462,-0.4670846462
7992,0.4670846462,-0.4670846462
7995,0.4670846462,-0.4670846462
7999,0.4670846462,-0.4670846462
8002,0.4670846462,-0.4670846462
8005,0.4545454502,-0.4545454502
8009,0.4545454502,-0.4545454502
8012,0.4545454502,-0.4545454502
8015,0.4545454502,-0.4545454502
8019,0.4545454502,-0.4545454502
8023,0.4545454502,-0.4545454502
8026,0.4420063018,-0.4420063018
8030,0.4420063018,-0.4420063018
8033,0.4420063018,-0.4420063018
8036,0.4420063018,-0.4420063018
8039,0.4420063018,-0.4420063018
8043,0.4420063018,-0.4420063018
8046,0.4231975078,-0.4231975078
8049,0.4231975078,-0.4231975078
8053,0.4231975078,-0.4231975078
8056,0.4231975078,-0.4231975078
8059,0.4231975078,-0.4231975078
8064,0.4231975078,-0.4231975078
8067,0.4169278621,-0.4169278621
8070,0.4169278621,-0.4169278621
8074,0.4169278621,-0.4169278621
8077,0.4169278621,-0.4169278621
8080,0.4169278621,-0.4169278621
8084,0.4169278621,-0.4169278621
8087,0.3981191635,-0.3981191635
8090,0.3981191635,-0.3981191635
8094,0.3981191635,-0.3981191635
8097,0.3981191635,-0.3981191635
8100,0.3981191635,-0.3981191635
8104,0.3981191635,-0.3981191635
8108,0.3730407238,-0.3730407238
8111,0.3730407238,-0.3730407238
8115,0.3730407238,-0.3730407238
8118,0.3730407238,-0.3730407238
8121,0.3730407238,-0.3730407238
8124,0.3730407238,-0.3730407238
8128,0.3542319536,-0.3542319536
8131,0.3542319536,-0.3542319536
8134,0.3542319536,-0.3542319536
8138,0.3542319536,-0.3542319536
8141,0.3542319536,-0.3542319536
8144,0.3542319536,-0.3542319536
8148,0.3354231834,-0.3354231834
8152,0.3354231834,-0.3354231834
8155,0.3354231834,-0.3354231834
8159,0.3354231834,-0.3354231834
8162,0.3354231834,-0.3354231834
8165,0.3354231834,-0.3354231834
8169,0.3166144371,-0.3166144371
8172,0.3166144371,-0.3166144371
8175,0.3166144371,-0.3166144371
8179,0.3166144371,-0.3166144371
8182,0.3166144371,-0.3166144371
8185,0.3166144371,-0.3166144371
8189,0.3040752410,-0.3040752410
8193,0.3040752410,-0.3040752410
8196,0.3040752410,-0.3040752410
8200,0.3040752410,-0.3040752410
8203,0.3040752410,-0.3040752410
8206,0.3040752410,-0.3040752410
8209,0.2789968967,-0.2789968967
8213,0.2789968967,-0.2789968967
8216,0.2789968967,-0.2789968967
8219,0.2789968967,-0.2789968967
8223,0.2789968967,-0.2789968967
8226,0.2789968967,-0.2789968967
8229,0.2539184570,-0.2539184570
8233,0.2539184570,-0.2539184570
8237,0.2539184570,-0.2539184570
8240,0.2539184570,-0.2539184570
8244,0.2539184570,-0.2539184570
8247,0.2539184570,-0.2539184570
8250,0.2288401126,-0.2288401126
8254,0.2288401126,-0.2288401126
8257,0.2288401126,-0.2288401126
8260,0.2288401126,-0.2288401126
8264,0.2288401126,-0.2288401126
8267,0.2288401126,-0.2288401126
8270,0.2100313186,-0.2100313186
8274,0.2100313186,-0.2100313186
8278,0.2100313186,-0.2100313186
8281,0.2100313186,-0.2100313186
8284,0.2100313186,-0.2100313186
8288,0.2100313186,-0.2100313186
8291,0.1849529743,-0.1849529743
8295,0.1849529743,-0.1849529743
8298,0.1849529743,-0.1849529743
8301,0.1849529743,-0.1849529743
8304,0.1849529743,-0.1849529743
8308,0.1849529743,-0.1849529743
8311,0.1598746204,-0.1598746204
8314,0.1598746204,-0.1598746204
8318,0.1598746204,-0.1598746204
8322,0.1598746204,-0.1598746204
8325,0.1598746204,-0.1598746204
8329,0.1598746204,-0.1598746204
8332,0.1598746204,-0.1598746204
8335,0.1347962617,-0.1347962617
8339,0.1347962617,-0.1347962617
8342,0.1347962617,-0.1347962617
8345,0.1347962617,-0.1347962617
8349,0.1347962617,-0.1347962617
8352,0.1347962617,-0.1347962617
8355,0.1097178459,-0.1097178459
8359,0.1097178459,-0.1097178459
8363,0.1097178459,-0.1097178459
8366,0.1097178459,-0.1097178459
8370,0.1097178459,-0.1097178459
8373,0.1097178459,-0.1097178459
8376,0.0846394920,-0.0846394920
8380,0.0846394920,-0.0846394920
8383,0.0846394920,-0.0846394920
8386,0.0846394920,-0.0846394920
8390,0.0846394920,-0.0846394920
8393,0.0846394920,-0.0846394920
8396,0.0532915592,-0.0532915592
8400,0.0532915592,-0.0532915592
8403,0.0532915592,-0.0532915592
8407,0.0532915592,-0.0532915592
8410,0.0532915592,-0.0532915592
8414,0.0532915592,-0.0532915592
8417,0.0282131433,-0.0282131433
8420,0.0282131433,-0.0282131433
8424,0.0282131433,-0.0282131433
8427,0.0282131433,-0.0282131433
8430,0.0282131433,-0.0282131433
8434,0.0282131433,-0.0282131433
8437,0.0031347870,-0.0031347870
8440,0.0031347870,-0.0031347870
8444,0.0031347870,-0.0031347870
8448,0.0031347870,-0.0031347870
8451,0.0031347870,-0.0031347870
8455,0.0031347870,-0.0031347870
8458,-0.0344827175,0.0344827175
8461,-0.0344827175,0.0344827175
8465,-0.0344827175,0.0344827175
8468,-0.0344827175,0.0344827175
8471,-0.0344827175,0.0344827175
8474,-0.0344827175,0.0344827175
8478,-0.0470219850,0.0470219850
8481,-0.0470219850,0.0470219850
8484,-0.0470219850,0.0470219850
8488,-0.0470219850,0.0470219850
8492,-0.0470219850,0.0470219850
8495,-0.0470219850,0.0470219850
8499,-0.0783698558,0.0783698558
8502,-0.0783698558,0.0783698558
8505,-0.0783698558,0.0783698558
8509,-0.0783698558,0.0783698558
8512,-0.0783698558,0.0783698558
8515,-0.0783698558,0.0783698558
8518,-0.1034482717,0.1034482717
8522,-0.1034482717,0.1034482717
8525,-0.1034482717,0.1034482717
8528,-0.1034482717,0.1034482717
8532,-0.1034482717,0.1034482717
8536,-0.1034482717,0.1034482717
8539,-0.1159874200,0.1159874200
8543,-0.1159874200,0.1159874200
8546,-0.1159874200,0.1159874200
8549,-0.1159874200,0.1159874200
8553,-0.1159874200,0.1159874200
8556,-0.1159874200,0.1159874200
8559,-0.1347962617,0.1347962617
8563,-0.1347962617,0.1347962617
8566,-0.1347962617,0.1347962617
8569,-0.1347962617,0.1347962617
8573,-0.1347962617,0.1347962617
8577,-0.1347962617,0.1347962617
8580,-0.1661442518,0.1661442518
8584,-0.1661442518,0.1661442518
8587,-0.1661442518,0.1661442518
8590,-0.1661442518,0.1661442518
8594,-0.1661442518,0.1661442518
8597,-0.1661442518,0.1661442518
8600,-0.1912225532,0.1912225532
8604,-0.1912225532,0.1912225532
8607,-0.1912225532,0.1912225532
8610,-0.1912225532,0.1912225532
8614,-0.1912225532,0.1912225532
8617,-0.1912225532,0.1912225532
8621,-0.2037616968,0.2037616968
8625,-0.2037616968,0.2037616968
8628,-0.2037616968,0.2037616968
8631,-0.2037616968,0.2037616968
8635,-0.2037616968,0.2037616968
8638,-0.2037616968,0.2037616968
8641,-0.2225705385,0.2225705385
8645,-0.2225705385,0.2225705385
8648,-0.2225705385,0.2225705385
8651,-0.2225705385,0.2225705385
8654,-0.2225705385,0.2225705385
8658,-0.2225705385,0.2225705385
8662,-0.2413792610,0.2413792610
8666,-0.2413792610,0.2413792610
8669,-0.2413792610,0.2413792610
8672,-0.2413792610,0.2413792610
8675,-0.2413792610,0.2413792610
8679,-0.2413792610,0.2413792610
8682,-0.2539185285,0.2539185285
8685,-0.2539185285,0.2539185285
8689,-0.2539185285,0.2539185285
8692,-0.2539185285,0.2539185285
8695,-0.2539185285,0.2539185285
8699,-0.2539185285,0.2539185285
8702,-0.2727272510,0.2727272510
8706,-0.2727272510,0.2727272510
8710,-0.2727272510,0.2727272510
8713,-0.2727272510,0.2727272510
8716,-0.2727272510,0.2727272510
8720,-0.2727272510,0.2727272510
8723,-0.3040752410,0.3040752410
8726,-0.3040752410,0.3040752410
8729,-0.3040752410,0.3040752410
8733,-0.3040752410,0.3040752410
8736,-0.3040752410,0.3040752410
8739,-0.3040752410,0.3040752410
8743,-0.3291536569,0.3291536569
8747,-0.3291536569,0.3291536569
8750,-0.3291536569,0.3291536569
8754,-0.3291536569,0.3291536569
8757,-0.3291536569,0.3291536569
8760,-0.3291536569,0.3291536569
8764,-0.3291536569,0.3291536569
8767,-0.3416928052,0.3416928052
8770,-0.3416928052,0.3416928052
8773,-0.3416928052,0.3416928052
8777,-0.3416928052,0.3416928052
8780,-0.3416928052,0.3416928052
8783,-0.3416928052,0.3416928052
8787,-0.3605015277,0.3605015277
8791,-0.3605015277,0.3605015277
8794,-0.3605015277,0.3605015277
8798,-0.3605015277,0.3605015277
8801,-0.3605015277,0.3605015277
8804,-0.3605015277,0.3605015277
8807,-0.3793103694,0.3793103694
8811,-0.3793103694,0.3793103694
8814,-0.3793103694,0.3793103694
8817,-0.3793103694,0.3793103694
8821,-0.3793103694,0.3793103694
8824,-0.3793103694,0.3793103694
8827,-0.3918495178,0.3918495178
8832,-0.3918495178,0.3918495178
8835,-0.3918495178,0.3918495178
8838,-0.3918495178,0.3918495178
8842,-0.3918495178,0.3918495178
8845,-0.3918495178,0.3918495178
8848,-0.4043886661,0.4043886661
8852,-0.4043886661,0.4043886661
8855,-0.4043886661,0.4043886661
8858,-0.4043886661,0.4043886661
8861,-0.4043886661,0.4043886661
8865,-0.4043886661,0.4043886661
8868,-0.4231975078,0.4231975078
8871,-0.4231975078,0.4231975078
8876,-0.4231975078,0.4231975078
8879,-0.4231975078,0.4231975078
8882,-0.4231975078,0.4231975078
8886,-0.4231975078,0.4231975078
8889,-0.4357366561,0.4357366561
8892,-0.4357366561,0.4357366561
8896,-0.4357366561,0.4357366561
8899,-0.4357366561,0.4357366561
8902,-0.4357366561,0.4357366561
8906,-0.4357366561,0.4357366561
8909,-0.4482758045,0.4482758045
8912,-0.4482758045,0.4482758045
8916,-0.4482758045,0.4482758045
8920,-0.4482758045,0.4482758045
8923,-0.4482758045,0.4482758045
8926,-0.4482758045,0.4482758045
8930,-0.4608150482,0.4608150482
8933,-0.4608150482,0.4608150482
8936,-0.4608150482,0.4608150482
8940,-0.4608150482,0.4608150482
8943,-0.4608150482,0.4608150482
8946,-0.4608150482,0.4608150482
8950,-0.4733542442,0.4733542442
8953,-0.4733542442,0.4733542442
8956,-0.4733542442,0.4733542442
8961,-0.4733542442,0.4733542442
8964,-0.4733542442,0.4733542442
8967,-0.4733542442,0.4733542442
8970,-0.4858933448,0.4858933448
8974,-0.4858933448,0.4858933448
8977,-0.4858933448,0.4858933448
8980,-0.4858933448,0.4858933448
8984,-0.4858933448,0.4858933448
8987,-0.4858933448,0.4858933448
8990,-0.4921630859,0.4921630859
8994,-0.4921630859,0.4921630859
8997,-0.4921630859,0.4921630859
9000,-0.4921630859,0.4921630859
9005,-0.4921630859,0.4921630859
9008,-0.4921630859,0.4921630859
9011,-0.5047021865,0.5047021865
9015,-0.5047021865,0.5047021865
9018,-0.5047021865,0.5047021865
9021,-0.5047021865,0.5047021865
9024,-0.5047021865,0.5047021865
9028,-0.5047021865,0.5047021865
9031,-0.5109717845,0.5109717845
9034,-0.5109717845,0.5109717845
9038,-0.5109717845,0.5109717845
9041,-0.5109717845,0.5109717845
9044,-0.5109717845,0.5109717845
9049,-0.5109717845,0.5109717845
9052,-0.5172413825,0.5172413825
9055,-0.5172413825,0.5172413825
9059,-0.5172413825,0.5172413825
9062,-0.5172413825,0.5172413825
9065,-0.5172413825,0.5172413825
9069,-0.5172413825,0.5172413825
9072,-0.5297804832,0.5297804832
9075,-0.5297804832,0.5297804832
9079,-0.5297804832,0.5297804832
9082,-0.5297804832,0.5297804832
9085,-0.5297804832,0.5297804832
9089,-0.5297804832,0.5297804832
9093,-0.5235109329,0.5235109329
9096,-0.5235109329,0.5235109329
9099,-0.5235109329,0.5235109329
9103,-0.5235109329,0.5235109329
9106,-0.5235109329,0.5235109329
9109,-0.5235109329,0.5235109329
9113,-0.5235109329,0.5235109329
9116,-0.5297804832,0.5297804832
9119,-0.5297804832,0.5297804832
9123,-0.5297804832,0.5297804832
9126,-0.5297804832,0.5297804832
9129,-0.5297804832,0.5297804832
9133,-0.5297804832,0.5297804832
9137,-0.5297804832,0.5297804832
9140,-0.5297804832,0.5297804832
9143,-0.5297804832,0.5297804832
9147,-0.5297804832,0.5297804832
9150,-0.5297804832,0.5297804832
9153,-0.5297804832,0.5297804832
9157,-0.5297804832,0.5297804832
9160,-0.5297804832,0.5297804832
9163,-0.5297804832,0.5297804832
9167,-0.5297804832,0.5297804832
9170,-0.5297804832,0.5297804832
9174,-0.5297804832,0.5297804832
9178,-0.5297804832,0.5297804832
9181,-0.5297804832,0.5297804832
9184,-0.5297804832,0.5297804832
9188,-0.5297804832,0.5297804832
9191,-0.5297804832,0.5297804832
9194,-0.5297804832,0.5297804832
9197,-0.5297804832,0.5297804832
9201,-0.5297804832,0.5297804832
9204,-0.5297804832,0.5297804832
9207,-0.5297804832,0.5297804832
